#Clinic,Clinic,#Doctor,Doctor,#Hospitalization reason,Hospitalization reason,#Follow up reason,Follow up reason
1,Région Ile de France,481,Dr PEVIRERI Florence,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1334,Dr PEYRAC Geoffroy,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1879,Dr PEYRONY Olivier,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1879,Dr PEYRONY Olivier,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1879,Dr PEYRONY Olivier,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1879,Dr PEYRONY Olivier,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1879,Dr PEYRONY Olivier,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,483,Dr PHAM Luu Ly,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,483,Dr PHAM Luu Ly,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,483,Dr PHAM Luu Ly,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,483,Dr PHAM Luu Ly,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,483,Dr PHAM Luu Ly,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,483,Dr PHAM Luu Ly,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,483,Dr PHAM Luu Ly,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,483,Dr PHAM Luu Ly,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,483,Dr PHAM Luu Ly,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,483,Dr PHAM Luu Ly,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,483,Dr PHAM Luu Ly,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,483,Dr PHAM Luu Ly,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,210,Dr PHAN THANH Quoc Bao,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,949,Dr PHILIPPE Pascal,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,949,Dr PHILIPPE Pascal,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,949,Dr PHILIPPE Pascal,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,949,Dr PHILIPPE Pascal,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,949,Dr PHILIPPE Pascal,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,872,Dr PHILIPPON Anne-Laure,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,750,Dr PIALOUX Gilles,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,750,Dr PIALOUX Gilles,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,750,Dr PIALOUX Gilles,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,750,Dr PIALOUX Gilles,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,750,Dr PIALOUX Gilles,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,750,Dr PIALOUX Gilles,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,750,Dr PIALOUX Gilles,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,750,Dr PIALOUX Gilles,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,750,Dr PIALOUX Gilles,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,750,Dr PIALOUX Gilles,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,750,Dr PIALOUX Gilles,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,750,Dr PIALOUX Gilles,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,634,Dr PICHARD Eric,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,634,Dr PICHARD Eric,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,634,Dr PICHARD Eric,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,634,Dr PICHARD Eric,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,634,Dr PICHARD Eric,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,634,Dr PICHARD Eric,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,634,Dr PICHARD Eric,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,634,Dr PICHARD Eric,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,634,Dr PICHARD Eric,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,634,Dr PICHARD Eric,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,634,Dr PICHARD Eric,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,634,Dr PICHARD Eric,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,113,Dr PIGNATARO Claudia,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,113,Dr PIGNATARO Claudia,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,113,Dr PIGNATARO Claudia,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,113,Dr PIGNATARO Claudia,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,113,Dr PIGNATARO Claudia,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1316,Dr PIGNON Carole,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1316,Dr PIGNON Carole,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1316,Dr PIGNON Carole,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1316,Dr PIGNON Carole,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1316,Dr PIGNON Carole,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1316,Dr PIGNON Carole,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1316,Dr PIGNON Carole,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1316,Dr PIGNON Carole,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1316,Dr PIGNON Carole,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1316,Dr PIGNON Carole,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1316,Dr PIGNON Carole,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1316,Dr PIGNON Carole,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1940,Dr PILMIS Benoit,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1940,Dr PILMIS Benoit,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1940,Dr PILMIS Benoit,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1940,Dr PILMIS Benoit,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1940,Dr PILMIS Benoit,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1940,Dr PILMIS Benoit,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1940,Dr PILMIS Benoit,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1940,Dr PILMIS Benoit,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1940,Dr PILMIS Benoit,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1940,Dr PILMIS Benoit,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1940,Dr PILMIS Benoit,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1940,Dr PILMIS Benoit,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1392,Dr PIMENTEL Ana,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1392,Dr PIMENTEL Ana,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1392,Dr PIMENTEL Ana,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1392,Dr PIMENTEL Ana,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1392,Dr PIMENTEL Ana,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,544,Dr PINOT Jerome,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,544,Dr PINOT Jerome,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,544,Dr PINOT Jerome,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,544,Dr PINOT Jerome,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,544,Dr PINOT Jerome,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,544,Dr PINOT Jerome,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,544,Dr PINOT Jerome,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,544,Dr PINOT Jerome,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,544,Dr PINOT Jerome,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,544,Dr PINOT Jerome,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,544,Dr PINOT Jerome,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,544,Dr PINOT Jerome,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1001,Dr PINTO Tiffany,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1001,Dr PINTO Tiffany,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1001,Dr PINTO Tiffany,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1001,Dr PINTO Tiffany,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1001,Dr PINTO Tiffany,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1001,Dr PINTO Tiffany,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1001,Dr PINTO Tiffany,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1001,Dr PINTO Tiffany,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1001,Dr PINTO Tiffany,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1001,Dr PINTO Tiffany,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1001,Dr PINTO Tiffany,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1001,Dr PINTO Tiffany,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,597,Dr PIOCH Camille,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,597,Dr PIOCH Camille,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,597,Dr PIOCH Camille,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,597,Dr PIOCH Camille,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,597,Dr PIOCH Camille,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,597,Dr PIOCH Camille,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,597,Dr PIOCH Camille,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,597,Dr PIOCH Camille,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,597,Dr PIOCH Camille,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,597,Dr PIOCH Camille,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,597,Dr PIOCH Camille,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,597,Dr PIOCH Camille,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,526,Dr PIRON Prescillia,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,526,Dr PIRON Prescillia,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,526,Dr PIRON Prescillia,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,526,Dr PIRON Prescillia,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,526,Dr PIRON Prescillia,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,526,Dr PIRON Prescillia,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,526,Dr PIRON Prescillia,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,526,Dr PIRON Prescillia,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,526,Dr PIRON Prescillia,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,526,Dr PIRON Prescillia,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,526,Dr PIRON Prescillia,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,526,Dr PIRON Prescillia,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,306,Dr PITET Ferdinand,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,306,Dr PITET Ferdinand,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,306,Dr PITET Ferdinand,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,306,Dr PITET Ferdinand,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,306,Dr PITET Ferdinand,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,306,Dr PITET Ferdinand,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,306,Dr PITET Ferdinand,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,306,Dr PITET Ferdinand,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,306,Dr PITET Ferdinand,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,306,Dr PITET Ferdinand,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,306,Dr PITET Ferdinand,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,306,Dr PITET Ferdinand,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1880,Dr PITTI Lionel,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1880,Dr PITTI Lionel,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1880,Dr PITTI Lionel,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1880,Dr PITTI Lionel,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1880,Dr PITTI Lionel,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1880,Dr PITTI Lionel,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1880,Dr PITTI Lionel,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1880,Dr PITTI Lionel,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1880,Dr PITTI Lionel,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1880,Dr PITTI Lionel,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1880,Dr PITTI Lionel,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1880,Dr PITTI Lionel,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1052,Dr PLACAIS Leo,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1052,Dr PLACAIS Leo,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1052,Dr PLACAIS Leo,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1052,Dr PLACAIS Leo,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1052,Dr PLACAIS Leo,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1052,Dr PLACAIS Leo,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1052,Dr PLACAIS Leo,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1052,Dr PLACAIS Leo,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1052,Dr PLACAIS Leo,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1052,Dr PLACAIS Leo,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1052,Dr PLACAIS Leo,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1052,Dr PLACAIS Leo,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,228,Dr PLAISANCE Patrick,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,228,Dr PLAISANCE Patrick,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,228,Dr PLAISANCE Patrick,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,228,Dr PLAISANCE Patrick,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,228,Dr PLAISANCE Patrick,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,230,Dr PLAISANCE Robin,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,230,Dr PLAISANCE Robin,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,230,Dr PLAISANCE Robin,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,230,Dr PLAISANCE Robin,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,230,Dr PLAISANCE Robin,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,230,Dr PLAISANCE Robin,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,230,Dr PLAISANCE Robin,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,230,Dr PLAISANCE Robin,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,230,Dr PLAISANCE Robin,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,230,Dr PLAISANCE Robin,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,230,Dr PLAISANCE Robin,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,230,Dr PLAISANCE Robin,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,546,Dr PLANQUETTE Benjamin,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1572,Dr PLAQUET Jean Luc,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1572,Dr PLAQUET Jean Luc,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1572,Dr PLAQUET Jean Luc,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1572,Dr PLAQUET Jean Luc,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
